freq,unit,direct,na_item,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,MIO_NAC,PAID,D7,ITC1	1887.2 	2096.3 	2249.2 	2460.9 	2590.8 	2683.2 	2747.7 	2885.6 	3105.6 	3308.8 	3347.4 	3575 	3653.3 	3807.2 	4032.6 	3955.3 	3893.2 	3696.1 	3439.5 	3363.8 	3292 	3267.8 	3243.8 	3297.1 	3341.5 	2977.5 	3232.4 	3437.3 
A,MIO_NAC,PAID,D7,ITC2	91.5 	103.8 	107.5 	111 	107.9 	114.9 	118 	121.9 	131.1 	146.7 	154.2 	157.4 	166.3 	164.9 	166 	164.1 	157.9 	157.8 	157.2 	154.5 	156.6 	158.8 	159.2 	161.1 	162.5 	139.6 	146.7 	156.8 
A,MIO_NAC,PAID,D7,ITC3	741.6 	745.1 	871 	920.1 	974 	1030.2 	1038 	1108.5 	1174.2 	1305.9 	1301.7 	1386.4 	1396.9 	1446.1 	1535.3 	1506.4 	1482 	1380.7 	1387.7 	1327.5 	1342.9 	1325.6 	1320.3 	1342.5 	1359.2 	1179.7 	1275.9 	1367.7 
A,MIO_NAC,PAID,D7,ITC4	4716.3 	5011.3 	5435.9 	5641.8 	6135.8 	6548.2 	6709.9 	7076.6 	7555.8 	8071.1 	8286.9 	8902.9 	8969.6 	9279.2 	9776.8 	9661.4 	9716.4 	9274.9 	8878.6 	8872 	8762.2 	8663.6 	8691.1 	8862.2 	9043.9 	8205 	8929 	9618 
A,MIO_NAC,PAID,D7,ITF	5399 	5823.1 	6397.3 	6633.9 	6885.8 	7376 	7750.3 	8034.5 	8620.2 	9399.1 	9255.5 	10003.2 	9659.5 	10268.6 	10587.8 	10694.2 	10674.7 	10291.5 	10051.3 	9460.1 	8999.8 	8828.1 	8766.1 	8867.5 	8902 	7886.8 	8512.2 	8886.4 
A,MIO_NAC,PAID,D7,ITF1	561.4 	602.8 	683.7 	672.5 	701.3 	763 	779.8 	807.5 	868.6 	943 	943 	1024.2 	1013.3 	1080.7 	1115 	1113.1 	1092.4 	1063.4 	1034.2 	994.4 	928.4 	915.9 	909.7 	923.8 	929.1 	825.2 	888.4 	931.1 
A,MIO_NAC,PAID,D7,ITF2	161.9 	175.5 	196.9 	207 	226.4 	213.7 	217.9 	230.8 	241.8 	329.3 	270.9 	290.6 	280.1 	305.3 	310.7 	306.8 	304.1 	297.4 	276.5 	280.9 	265.2 	262 	260.8 	262.6 	262.4 	234.8 	250.9 	264.3 
A,MIO_NAC,PAID,D7,ITF3	1952.9 	2166.5 	2326.1 	2497.5 	2576.3 	2817.8 	3050.2 	3078.1 	3302.9 	3566.5 	3537.1 	3817.5 	3687.5 	3862.6 	3950.8 	4035.3 	4027.3 	3917.9 	3840.4 	3544.7 	3334 	3247.8 	3201.1 	3247 	3260.5 	2889.1 	3139.4 	3264.7 
A,MIO_NAC,PAID,D7,ITF4	1525.3 	1626 	1812.8 	1841.1 	1933.1 	2070.6 	2126.2 	2256 	2426.9 	2592.2 	2569.1 	2789 	2662.5 	2845.2 	2970.5 	2996.8 	3039.1 	2892.4 	2820.1 	2539.3 	2414.5 	2366.9 	2346.3 	2370.6 	2379.7 	2076.1 	2249.2 	2352.8 
A,MIO_NAC,PAID,D7,ITF5	462.9 	488.3 	523.5 	521.1 	540.6 	560 	583.7 	609.5 	640.7 	679.8 	683.4 	727.3 	710.5 	763.1 	775.6 	783.6 	755.5 	701 	682.8 	680.5 	678.5 	677.3 	685.3 	686.9 	692.7 	638.4 	669.8 	703.9 
A,MIO_NAC,PAID,D7,ITF6	734.6 	764.1 	854.3 	894.7 	908.1 	950.9 	992.6 	1052.6 	1139.4 	1288.4 	1252 	1354.5 	1305.7 	1411.7 	1465.1 	1458.6 	1456.2 	1419.4 	1397.4 	1420.2 	1379.4 	1358.2 	1362.9 	1376.7 	1377.4 	1223.2 	1314.5 	1369.6 
A,MIO_NAC,PAID,D7,ITG	2148 	2333 	2598 	2680.4 	2947.4 	3192.6 	3213.9 	3424.9 	3737.7 	4024.9 	4039 	4331.3 	4353.7 	4546.6 	4764.2 	4789.1 	4741.4 	4522.1 	4437.6 	4323.4 	4029.3 	3893.8 	3783.8 	3815.8 	3829.6 	3290.4 	3576.7 	3733.3 
A,MIO_NAC,PAID,D7,ITG1	1527.1 	1661.4 	1848.5 	1905.4 	2147.7 	2327.3 	2339.5 	2489 	2720.5 	2938.8 	2953.3 	3178 	3212.8 	3323.2 	3495.5 	3513.1 	3488.2 	3322.7 	3292.9 	3190.5 	3004.4 	2872.5 	2762.5 	2788.3 	2794.3 	2406.2 	2621.7 	2730.3 
A,MIO_NAC,PAID,D7,ITG2	620.9 	671.7 	749.5 	775 	799.7 	865.4 	874.3 	935.9 	1017.2 	1086 	1085.7 	1153.2 	1140.8 	1223.4 	1268.7 	1276 	1253.2 	1199.4 	1144.7 	1132.9 	1024.9 	1021.2 	1021.3 	1027.5 	1035.4 	884.3 	955 	1003 
A,MIO_NAC,PAID,D7,ITH	5305.5 	5776.5 	6453.8 	6984.6 	7348.2 	7796.6 	7798.8 	8325.3 	8989.6 	9646.9 	9772 	10512.2 	10576.1 	11081.2 	11564.4 	11349 	11385.1 	10870 	10254.9 	9634.1 	9319.4 	9289.8 	9258 	9458.8 	9618.5 	8753 	9480.9 	10060.4 
A,MIO_NAC,PAID,D7,ITH1	290.4 	312.4 	360.2 	381.2 	405.6 	438.9 	407.3 	433.6 	459.7 	479.2 	482.9 	527.6 	539.9 	555.2 	591.5 	574.4 	574 	555.9 	542 	498 	486.3 	492.4 	488.2 	498.9 	505 	476 	513.9 	539.7 
A,MIO_NAC,PAID,D7,ITH2	300.3 	319.8 	358.5 	378.6 	397.1 	393.5 	384.1 	411 	433 	459.3 	463.4 	485.2 	477.3 	502.3 	516.7 	517.5 	497.5 	483.5 	467.1 	487.9 	528.7 	519.4 	508.4 	519.7 	528.7 	498 	527.5 	557.3 
A,MIO_NAC,PAID,D7,ITH3	2027.3 	2156.4 	2474.7 	2664.8 	2797.6 	3025.9 	2991.8 	3224.3 	3506.5 	3720.6 	3844 	4136.2 	4178.3 	4342.2 	4539.7 	4441.8 	4444.7 	4274.4 	4045.4 	3679 	3478.8 	3471.4 	3462 	3544.8 	3599.4 	3237.6 	3518 	3740.1 
A,MIO_NAC,PAID,D7,ITH4	515.1 	592.7 	672.2 	714.6 	765.7 	790.9 	794.7 	886.5 	952.8 	1078.9 	981.4 	1071.4 	1049.5 	1084.9 	1118.4 	1100.2 	1123.2 	1054.2 	1005.7 	1001.9 	952.6 	931.9 	918.3 	931.3 	949.5 	864 	939.5 	1004.8 
A,MIO_NAC,PAID,D7,ITH5	2172.5 	2395.1 	2588.1 	2845.3 	2982.2 	3147.4 	3221 	3369.9 	3637.5 	3908.9 	4000.2 	4291.8 	4331.2 	4596.6 	4798 	4715.1 	4745.8 	4502.1 	4194.7 	3967.4 	3873.1 	3874.7 	3881.1 	3964 	4036 	3677.4 	3982 	4218.5 
A,MIO_NAC,PAID,D7,ITI	5869.5 	6234.3 	6885 	7211.4 	7780.6 	8145.3 	8202.3 	8720.1 	9509.7 	10195.6 	10478.2 	11369.4 	11325.5 	11658.9 	12353.9 	12290.3 	12539.3 	11873.4 	11270.4 	10794.1 	10328.4 	10186.3 	10165.7 	10342.5 	10456.2 	9458 	10103.8 	10691 
A,MIO_NAC,PAID,D7,ITI1	1734.4 	1851.9 	2100.4 	2212.5 	2383.8 	2523.3 	2581.4 	2832 	3008.5 	3192.2 	3260.7 	3460.4 	3530.4 	3658.9 	3892.5 	3856.7 	3820.5 	3593.9 	3351.1 	3192.3 	3133.9 	3053.9 	3029.4 	3092.3 	3130.5 	2832.6 	3030 	3226.4 
A,MIO_NAC,PAID,D7,ITI2	446.7 	478.7 	532.8 	559.2 	588.1 	636 	639.9 	682.6 	725.7 	786.4 	804.5 	855.5 	869.3 	913 	952 	937.1 	929.3 	877.3 	839.1 	843.9 	808 	802.4 	807.3 	815.2 	827.4 	760.3 	814.2 	853.2 
A,MIO_NAC,PAID,D7,ITI3	644 	701.8 	802.4 	860.1 	913.2 	938.7 	972.9 	1047.7 	1121.5 	1384.2 	1238.5 	1351.2 	1346.1 	1424.9 	1462.5 	1435.3 	1450.8 	1378.9 	1280.5 	1306.4 	1199.2 	1189.2 	1186.5 	1198.8 	1211.6 	1084.7 	1169.8 	1229.4 
A,MIO_NAC,PAID,D7,ITI4	3044.4 	3201.9 	3449.4 	3579.5 	3895.6 	4047.3 	4008.1 	4157.8 	4653.9 	4832.7 	5174.5 	5702.3 	5579.7 	5662.2 	6046.9 	6061.3 	6338.7 	6023.2 	5799.7 	5451.5 	5187.3 	5140.8 	5142.4 	5236.3 	5286.7 	4780.4 	5089.8 	5381.9 
A,MIO_NAC,PAID,D7,ITZZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,MIO_NAC,PAID,D7,LT	: 	: 	: 	: 	: 	29.01 	40.01 	79.7 	64.72 	76.33 	69.93 	108.48 	120.74 	101.5 	92.59 	96.92 	120.64 	120.68 	120.17 	121.86 	132.5 	151.84 	185.66 	211.81 	221.5 	216.55 	230.47 	: 
A,MIO_NAC,PAID,D7,LT0	: 	: 	: 	: 	: 	29.01 	40.01 	79.7 	64.72 	76.33 	69.93 	108.48 	120.74 	101.5 	92.59 	96.92 	120.64 	120.68 	120.17 	121.86 	132.5 	151.84 	185.66 	211.81 	221.5 	216.55 	230.47 	: 
A,MIO_NAC,PAID,D7,LT01	: 	: 	: 	: 	: 	7.1 	9.8 	19.59 	16.01 	18 	16.55 	36.01 	35.17 	27.24 	25.89 	28.82 	36.49 	36.82 	36.71 	37.77 	41.34 	47.61 	59.28 	69.06 	73.16 	72.07 	75.34 	: 
A,MIO_NAC,PAID,D7,LT02	: 	: 	: 	: 	: 	21.92 	30.21 	60.1 	48.72 	58.34 	53.38 	72.48 	85.57 	74.26 	66.7 	68.11 	84.15 	83.87 	83.46 	84.09 	91.16 	104.23 	126.37 	142.75 	148.35 	144.48 	155.13 	: 
A,MIO_NAC,PAID,D7,LU	186.2 	199.1 	232.2 	215.1 	227.6 	223.6 	264.8 	283.5 	298.6 	300.6 	303.7 	320 	342.8 	364.7 	369.3 	400 	449.1 	456.8 	489.7 	534.3 	550.9 	580.4 	540 	578.8 	587.3 	641 	809.8 	857.6 
A,MIO_NAC,PAID,D7,LU0	186.2 	199.1 	232.2 	215.1 	227.6 	223.6 	264.8 	283.5 	298.6 	300.6 	303.7 	320 	342.8 	364.7 	369.3 	400 	449.1 	456.8 	489.7 	534.3 	550.9 	580.4 	540 	578.8 	587.3 	641 	809.8 	857.6 
A,MIO_NAC,PAID,D7,LU00	186.2 	199.1 	232.2 	215.1 	227.6 	223.6 	264.8 	283.5 	298.6 	300.6 	303.7 	320 	342.8 	364.7 	369.3 	400 	449.1 	456.8 	489.7 	534.3 	550.9 	580.4 	540 	578.8 	587.3 	641 	809.8 	857.6 
A,MIO_NAC,PAID,D7,LV	: 	: 	: 	: 	: 	187.95 	213.3 	248.97 	344.97 	427.08 	440.88 	371.83 	570.4 	707.15 	538.72 	313.52 	406.92 	370.1 	438.47 	376.46 	384.12 	375.36 	337.97 	329.04 	341.99 	266.92 	451.79 	: 
A,MIO_NAC,PAID,D7,LV0	: 	: 	: 	: 	: 	187.95 	213.3 	248.97 	344.97 	427.08 	440.88 	371.83 	570.4 	707.15 	538.72 	313.52 	406.92 	370.1 	438.47 	376.46 	384.12 	375.36 	337.97 	329.04 	341.99 	266.92 	451.79 	: 
A,MIO_NAC,PAID,D7,LV00	: 	: 	: 	: 	: 	187.95 	213.3 	248.97 	344.97 	427.08 	440.88 	371.83 	570.4 	707.15 	538.72 	313.52 	406.92 	370.1 	438.47 	376.46 	384.12 	375.36 	337.97 	329.04 	341.99 	266.92 	451.79 	: 
A,MIO_NAC,PAID,D7,NL	: 	: 	: 	: 	: 	16513 	17515 	19090 	20846 	22091 	23230 	16387 	17282 	17860 	18710 	19529 	20508 	20033 	20808 	20875 	20420 	20548 	21689 	21595 	21963 	21678 	21914 p	: 
A,MIO_NAC,PAID,D7,NL1	: 	: 	: 	: 	: 	699 	742 	809 	882 	936 	984 	840 	972 	866 	844 	964 	1069 	1320 	1463 	1296 	1941 	1943 	2038 	2011 	2029 	1981 	2011 p	: 
A,MIO_NAC,PAID,D7,NL11	: 	: 	: 	: 	: 	205 	217 	237 	258 	274 	288 	304 	317 	239 	249 	252 	269 	305 	408 	288 	653 	653 	684 	674 	679 	663 	674 p	: 
A,MIO_NAC,PAID,D7,NL12	: 	: 	: 	: 	: 	277 	294 	321 	350 	371 	390 	303 	332 	260 	296 	411 	498 	489 	517 	426 	725 	726 	762 	752 	759 	741 	752 p	: 
A,MIO_NAC,PAID,D7,NL13	: 	: 	: 	: 	: 	217 	231 	251 	274 	291 	306 	233 	323 	367 	299 	301 	302 	526 	538 	582 	563 	564 	592 	585 	590 	576 	586 p	: 
A,MIO_NAC,PAID,D7,NL2	: 	: 	: 	: 	: 	2508 	2662 	2900 	3167 	3356 	3530 	2645 	2804 	2754 	3385 	3405 	3396 	3353 	3556 	3705 	4160 	4183 	4413 	4390 	4459 	4397 	4473 p	: 
A,MIO_NAC,PAID,D7,NL21	: 	: 	: 	: 	: 	616 	654 	712 	778 	824 	867 	563 	571 	549 	764 	765 	893 	909 	893 	915 	1291 	1297 	1366 	1359 	1379 	1356 	1385 p	: 
A,MIO_NAC,PAID,D7,NL22	: 	: 	: 	: 	: 	1721 	1826 	1990 	2173 	2303 	2422 	1847 	1996 	1962 	2295 	2370 	2249 	2272 	2481 	2650 	2410 	2426 	2561 	2548 	2588 	2552 	2595 p	: 
A,MIO_NAC,PAID,D7,NL23	: 	: 	: 	: 	: 	171 	182 	198 	216 	229 	241 	235 	237 	243 	326 	270 	254 	172 	182 	140 	458 	461 	486 	483 	492 	489 	493 p	: 
A,MIO_NAC,PAID,D7,NL3	: 	: 	: 	: 	: 	9618 	10199 	11117 	12141 	12864 	13527 	9461 	10204 	10263 	10727 	11079 	11594 	11256 	11576 	11754 	9897 	9981 	10556 	10547 	10760 	10661 	10720 p	: 
A,MIO_NAC,PAID,D7,NL31	: 	: 	: 	: 	: 	999 	1059 	1155 	1261 	1336 	1405 	1108 	1142 	1334 	1319 	1422 	1652 	1547 	1667 	1683 	1596 	1613 	1706 	1712 	1794 	1786 	1811 p	: 
A,MIO_NAC,PAID,D7,NL32	: 	: 	: 	: 	: 	3344 	3547 	3866 	4221 	4473 	4704 	3095 	3649 	3907 	3907 	3946 	4137 	4012 	3912 	3761 	3481 	3522 	3736 	3743 	3825 	3793 	3821 p	: 
A,MIO_NAC,PAID,D7,NL33	: 	: 	: 	: 	: 	5052 	5356 	5838 	6377 	6756 	7104 	5041 	5184 	4814 	5261 	5493 	5590 	5496 	5736 	6126 	4369 	4396 	4641 	4624 	4669 	4623 	4620 p	: 
A,MIO_NAC,PAID,D7,NL34	: 	: 	: 	: 	: 	223 	237 	258 	282 	299 	314 	217 	229 	208 	240 	218 	215 	201 	261 	184 	450 	450 	473 	468 	471 	459 	467 p	: 
A,MIO_NAC,PAID,D7,NL4	: 	: 	: 	: 	: 	3688 	3912 	4264 	4656 	4935 	5189 	3441 	3302 	3977 	3754 	4081 	4449 	4104 	4213 	4120 	4422 	4440 	4681 	4647 	4715 	4638 	4710 p	: 
A,MIO_NAC,PAID,D7,NL41	: 	: 	: 	: 	: 	2935 	3113 	3393 	3705 	3927 	4129 	2628 	2550 	3246 	2989 	3246 	3362 	3180 	3344 	3153 	3094 	3115 	3290 	3275 	3335 	3296 	3339 p	: 
A,MIO_NAC,PAID,D7,NL42	: 	: 	: 	: 	: 	753 	799 	871 	951 	1008 	1060 	813 	752 	731 	765 	835 	1087 	924 	869 	967 	1328 	1326 	1391 	1371 	1381 	1342 	1371 p	: 
A,MIO_NAC,PAID,D7,NLZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,PAID,D7,NLZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,PAID,D7,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89109 	96542 	100103 	104851 	117267 	114582 	123771 	119590 	127814 	120227 	: 	: 
A,MIO_NAC,PAID,D7,NO0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89109 	96542 	100103 	104851 	117267 	114582 	123771 	119590 	127814 	120227 	: 	: 
A,MIO_NAC,PAID,D7,NO02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5478 	5837 	6029 	6307 	7075 	6987 	7561 	7270 	7673 	6853 	: 	: 
A,MIO_NAC,PAID,D7,NO06	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7098 	7759 	8089 	8448 	9467 	9347 	10123 	9781 	10448 	9875 	: 	: 
A,MIO_NAC,PAID,D7,NO07	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7342 	7948 	8211 	8622 	9655 	9490 	10288 	9883 	10488 	9851 	: 	: 
A,MIO_NAC,PAID,D7,NO08	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33672 	36391 	37642 	39550 	44866 	44699 	48771 	47479 	50956 	48595 	: 	: 
A,MIO_NAC,PAID,D7,NO09	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11097 	11912 	12294 	12790 	14223 	13790 	14829 	14280 	15244 	14206 	: 	: 
A,MIO_NAC,PAID,D7,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24422 	26694 	27837 	29134 	31981 	30269 	32200 	30897 	33006 	30849 	: 	: 
A,MIO_NAC,PAID,D7,PL	: 	: 	: 	: 	: 	18761 	21246 	20832 	22937 	26295 	29578 	29764 	30598 	31907 	34223 	31951 	35044 	38992 	37360 	40782 	40191 	38478 	41649 	42645 	41810 	38646 	42016 	: 
A,MIO_NAC,PAID,D7,PL2	: 	: 	: 	: 	: 	3907 	4405 	4336 	4778 	5466 	6146 	6194 	6349 	6606 	7040 	6562 	7195 	8007 	7716 	8417 	8307 	7946 	8700 	8912 	8730 	8102 	8784 	: 
A,MIO_NAC,PAID,D7,PL21	: 	: 	: 	: 	: 	1571 	1779 	1762 	1951 	2238 	2516 	2537 	2617 	2730 	2936 	2744 	3015 	3374 	3232 	3535 	3500 	3354 	3633 	3734 	3677 	3409 	3764 	: 
A,MIO_NAC,PAID,D7,PL22	: 	: 	: 	: 	: 	2336 	2626 	2575 	2827 	3229 	3630 	3657 	3732 	3876 	4104 	3818 	4180 	4633 	4483 	4883 	4808 	4592 	5067 	5179 	5054 	4693 	5020 	: 
A,MIO_NAC,PAID,D7,PL4	: 	: 	: 	: 	: 	2955 	3332 	3298 	3635 	4190 	4725 	4749 	4894 	5125 	5525 	5179 	5680 	6338 	6044 	6596 	6536 	6247 	6768 	6932 	6798 	6287 	6853 	: 
A,MIO_NAC,PAID,D7,PL41	: 	: 	: 	: 	: 	1632 	1839 	1825 	2015 	2317 	2596 	2628 	2712 	2835 	3048 	2855 	3160 	3521 	3362 	3676 	3657 	3503 	3821 	3919 	3848 	3569 	3933 	: 
A,MIO_NAC,PAID,D7,PL42	: 	: 	: 	: 	: 	832 	942 	926 	1019 	1177 	1344 	1331 	1367 	1440 	1558 	1470 	1585 	1779 	1692 	1839 	1810 	1722 	1847 	1888 	1848 	1701 	1829 	: 
A,MIO_NAC,PAID,D7,PL43	: 	: 	: 	: 	: 	491 	550 	547 	601 	696 	785 	790 	815 	850 	919 	855 	935 	1039 	990 	1082 	1070 	1022 	1100 	1125 	1102 	1016 	1091 	: 
A,MIO_NAC,PAID,D7,PL5	: 	: 	: 	: 	: 	1952 	2203 	2156 	2374 	2718 	3043 	3059 	3139 	3252 	3486 	3243 	3571 	3960 	3802 	4121 	4046 	3886 	4184 	4282 	4197 	3873 	4229 	: 
A,MIO_NAC,PAID,D7,PL51	: 	: 	: 	: 	: 	1428 	1616 	1581 	1743 	1995 	2228 	2246 	2305 	2391 	2583 	2403 	2652 	2941 	2828 	3063 	3017 	2897 	3119 	3196 	3135 	2895 	3187 	: 
A,MIO_NAC,PAID,D7,PL52	: 	: 	: 	: 	: 	523 	587 	575 	631 	723 	815 	813 	834 	862 	903 	840 	918 	1019 	974 	1058 	1029 	988 	1065 	1086 	1062 	977 	1043 	: 
A,MIO_NAC,PAID,D7,PL6	: 	: 	: 	: 	: 	2776 	3147 	3095 	3413 	3917 	4402 	4445 	4573 	4803 	5178 	4852 	5320 	5917 	5663 	6167 	6065 	5816 	6278 	6441 	6321 	5845 	6334 	: 
A,MIO_NAC,PAID,D7,PL61	: 	: 	: 	: 	: 	1009 	1135 	1124 	1239 	1418 	1595 	1603 	1652 	1732 	1865 	1740 	1911 	2125 	2028 	2206 	2168 	2076 	2235 	2287 	2241 	2065 	2219 	: 
A,MIO_NAC,PAID,D7,PL62	: 	: 	: 	: 	: 	694 	780 	774 	854 	984 	1100 	1115 	1150 	1206 	1298 	1208 	1319 	1461 	1400 	1527 	1497 	1437 	1542 	1578 	1543 	1417 	1512 	: 
A,MIO_NAC,PAID,D7,PL63	: 	: 	: 	: 	: 	1072 	1231 	1197 	1320 	1515 	1707 	1727 	1771 	1864 	2015 	1903 	2090 	2331 	2235 	2434 	2401 	2303 	2501 	2576 	2538 	2363 	2604 	: 
A,MIO_NAC,PAID,D7,PL7	: 	: 	: 	: 	: 	1919 	2150 	2120 	2329 	2673 	2998 	3001 	3086 	3205 	3419 	3191 	3470 	3840 	3678 	3991 	3906 	3743 	4017 	4097 	4002 	3681 	3952 	: 
A,MIO_NAC,PAID,D7,PL71	: 	: 	: 	: 	: 	1285 	1442 	1418 	1557 	1786 	2002 	2001 	2060 	2140 	2276 	2123 	2307 	2552 	2439 	2652 	2595 	2487 	2671 	2725 	2662 	2453 	2644 	: 
A,MIO_NAC,PAID,D7,PL72	: 	: 	: 	: 	: 	634 	708 	702 	772 	887 	996 	1000 	1026 	1065 	1144 	1068 	1163 	1288 	1239 	1339 	1311 	1256 	1346 	1372 	1340 	1228 	1308 	: 
A,MIO_NAC,PAID,D7,PL8	: 	: 	: 	: 	: 	2680 	2995 	2975 	3275 	3782 	4248 	4256 	4386 	4562 	4906 	4572 	5006 	5558 	5298 	5838 	5729 	5491 	5888 	6013 	5885 	5418 	5825 	: 
A,MIO_NAC,PAID,D7,PL81	: 	: 	: 	: 	: 	1072 	1197 	1188 	1308 	1515 	1700 	1700 	1750 	1814 	1950 	1820 	1984 	2197 	2092 	2315 	2277 	2166 	2323 	2363 	2311 	2121 	2271 	: 
A,MIO_NAC,PAID,D7,PL82	: 	: 	: 	: 	: 	1018 	1137 	1134 	1248 	1435 	1613 	1617 	1672 	1740 	1871 	1744 	1919 	2138 	2045 	2240 	2197 	2122 	2284 	2342 	2294 	2121 	2293 	: 
A,MIO_NAC,PAID,D7,PL84	: 	: 	: 	: 	: 	590 	661 	653 	719 	832 	936 	938 	965 	1009 	1085 	1008 	1103 	1223 	1160 	1283 	1255 	1203 	1281 	1308 	1280 	1176 	1261 	: 
A,MIO_NAC,PAID,D7,PL9	: 	: 	: 	: 	: 	2572 	3013 	2851 	3133 	3549 	4015 	4061 	4170 	4353 	4670 	4351 	4803 	5372 	5159 	5652 	5601 	5350 	5815 	5967 	5876 	5441 	6040 	: 
A,MIO_NAC,PAID,D7,PL91	: 	: 	: 	: 	: 	1375 	1621 	1527 	1687 	1914 	2173 	2208 	2272 	2378 	2539 	2378 	2637 	2969 	2857 	3152 	3144 	2999 	3275 	3376 	3339 	3114 	3547 	: 
A,MIO_NAC,PAID,D7,PL92	: 	: 	: 	: 	: 	1197 	1392 	1324 	1446 	1635 	1842 	1853 	1898 	1975 	2131 	1973 	2166 	2404 	2302 	2499 	2457 	2351 	2539 	2591 	2537 	2328 	2493 	: 
A,MIO_NAC,PAID,D7,PT	1389.11 	1350.63 	1233.14 	1369.98 	1640 	2075.75 	2427.12 	2522.12 	2703.23 	3291.79 	3651.52 	3914.78 	3936.41 	3884.31 	3912.52 	3619.08 	3786.21 	4855.87 	4807.62 	5113.81 	5178.95 	5636.57 	5819.63 	6051.33 	6134.92 	5962.75 	6109.08 	: 
A,MIO_NAC,PAID,D7,PT1	1333.17 	1298.23 	1186.93 	1318.35 	1576.74 	2002.22 	2342.58 	2441.04 	2620.61 	3172.8 	3525.42 	3787.43 	3801.88 	3758.37 	3779.38 	3500.57 	3667.88 	4676.02 	4629.27 	4920.73 	4994.02 	5442.33 	5612.77 	5842.49 	5933.1 	5764.72 	5899.8 	: 
A,MIO_NAC,PAID,D7,PT11	445.61 	428.3 	385.23 	430.59 	528.19 	654.36 	728.97 	721.43 	725.63 	937.84 	1072.95 	1088.67 	1093.4 	1042.19 	1047.53 	998.54 	1039.5 	1417.38 	1392.04 	1486.53 	1498.38 	1573.14 	1634.28 	1681.02 	1729.52 	1694.54 	1730.13 	: 
A,MIO_NAC,PAID,D7,PT15	46.27 	44.52 	39.76 	45.26 	57.21 	80.99 	106.03 	106.19 	114.12 	142.87 	161.46 	190.42 	195.46 	190.2 	189.28 	186.28 	198.73 	237.26 	222.02 	237.48 	244.78 	260.64 	268.78 	283.74 	274.55 	248.58 	255.72 	: 
A,MIO_NAC,PAID,D7,PT16	265.88 	254.75 	227.95 	255.48 	317.76 	393.9 	450.74 	424.16 	455.43 	576.33 	655.46 	696.24 	694.24 	646.52 	643.49 	595.17 	643.9 	903.08 	874.2 	939.83 	950.94 	974.51 	1007.3 	1047.7 	1051.57 	1020.25 	1043.85 	: 
A,MIO_NAC,PAID,D7,PT17	478.57 	478.76 	453 	496.08 	560.44 	737.03 	905.54 	1043 	1173.66 	1308.33 	1418.04 	1574.82 	1586.09 	1657.14 	1678.32 	1512.64 	1565.12 	1824.97 	1844.79 	1930.78 	1979.65 	2299.59 	2356.53 	2470.78 	2517.2 	2462.63 	2530.79 	: 
A,MIO_NAC,PAID,D7,PT18	96.84 	91.91 	80.99 	90.93 	113.16 	135.94 	151.3 	146.26 	151.78 	207.43 	217.52 	237.28 	232.7 	222.32 	220.76 	207.95 	220.62 	293.35 	296.22 	326.11 	320.27 	334.46 	345.88 	359.26 	360.25 	338.72 	339.31 	: 
A,MIO_NAC,PAID,D7,PT2	23.98 	22.35 	19.55 	22.02 	27.77 	31.89 	36.16 	36.1 	34.41 	51.27 	52.67 	54.25 	56.33 	53.73 	55.86 	50.81 	52.24 	82.78 	80.01 	87.3 	86.29 	91.74 	91.53 	95.25 	90.6 	89.69 	94.83 	: 
A,MIO_NAC,PAID,D7,PT20	23.98 	22.35 	19.55 	22.02 	27.77 	31.89 	36.16 	36.1 	34.41 	51.27 	52.67 	54.25 	56.33 	53.73 	55.86 	50.81 	52.24 	82.78 	80.01 	87.3 	86.29 	91.74 	91.53 	95.25 	90.6 	89.69 	94.83 	: 
