freq,unit,direct,na_item,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,MIO_NAC,PAID,D7,ES51	: 	: 	: 	: 	: 	5805.8 	6294.3 	6675.6 	6863.3 	7239.1 	7816.7 	8161.5 	9072.7 	9309.6 	9029 	8190.5 	8191.8 	8094.8 	8325.9 	8319.4 	8981.9 	9595.8 	10803.8 	11740.7 	12294.9 	12208.2 	14719.8 p	: 
A,MIO_NAC,PAID,D7,ES52	: 	: 	: 	: 	: 	3619.5 	3885.7 	4053.4 	4424.5 	4672 	5032 	5243.5 	5755.3 	6026.7 	5686.3 	5408.3 	5400.4 	5389.8 	5477 	5621.9 	6013.5 	6568.5 	7365.4 	7995.6 	8419.8 	8067.8 	9792.6 p	: 
A,MIO_NAC,PAID,D7,ES53	: 	: 	: 	: 	: 	967 	1009.5 	1085.4 	1093.1 	1102.3 	1312 	1380.2 	1461.9 	1505.8 	1423.6 	1286.8 	1302.9 	1347.8 	1374.5 	1375.3 	1486.6 	1614.1 	1821.1 	1984.9 	2090.2 	1966.6 	2378.2 p	: 
A,MIO_NAC,PAID,D7,ES6	: 	: 	: 	: 	: 	5904.8 	6450 	6781.6 	7209.1 	7693.5 	8488 	8692.7 	9409.3 	9541.8 	9144.3 	8730.9 	8721.1 	8888.3 	9230.8 	9168.9 	9995.2 	11263.1 	12753.5 	14001.6 	14676.5 	14562.3 	17720.7 p	: 
A,MIO_NAC,PAID,D7,ES61	: 	: 	: 	: 	: 	4892.1 	5330.9 	5510.1 	5836.8 	6244.9 	6912.5 	7028.5 	7571.8 	7640.1 	7362 	7167.2 	7185.2 	7346.4 	7646.6 	7585 	8253.8 	9305.3 	10545.5 	11581.7 	12142.6 	12041 	14665.4 p	: 
A,MIO_NAC,PAID,D7,ES62	: 	: 	: 	: 	: 	919 	1017.1 	1172.1 	1259.7 	1328.3 	1449.1 	1527.4 	1689.9 	1748.9 	1633.3 	1433.3 	1399.9 	1400.7 	1431.6 	1436.2 	1580.8 	1773.1 	1997.6 	2187 	2290.1 	2279.8 	2766.4 p	: 
A,MIO_NAC,PAID,D7,ES63	: 	: 	: 	: 	: 	53.5 	58.6 	53.5 	63.2 	64.9 	67.3 	73 	78.6 	80.1 	77.3 	68.3 	71.5 	74.2 	79.3 	76.6 	84.5 	96.5 	109 	120.6 	126.8 	120 	143.7 p	: 
A,MIO_NAC,PAID,D7,ES64	: 	: 	: 	: 	: 	40.2 	43.4 	45.9 	49.4 	55.4 	59.1 	63.8 	69 	72.7 	71.7 	62.1 	64.5 	67 	73.3 	71.1 	76.1 	88.2 	101.4 	112.3 	117 	121.5 	145.2 p	: 
A,MIO_NAC,PAID,D7,ES7	: 	: 	: 	: 	: 	1610.3 	1832 	1855.2 	1895.9 	1974.4 	2101.9 	2164.1 	2375.2 	2438.1 	2258 	1999.8 	2015.8 	2033.3 	2094.9 	2118.6 	2287.4 	2555.1 	2899.9 	3198.6 	3366.7 	3265.7 	3941.6 p	: 
A,MIO_NAC,PAID,D7,ES70	: 	: 	: 	: 	: 	1610.3 	1832 	1855.2 	1895.9 	1974.4 	2101.9 	2164.1 	2375.2 	2438.1 	2258 	1999.8 	2015.8 	2033.3 	2094.9 	2118.6 	2287.4 	2555.1 	2899.9 	3198.6 	3366.7 	3265.7 	3941.6 p	: 
A,MIO_NAC,PAID,D7,ESZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	: 
A,MIO_NAC,PAID,D7,ESZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	: 
A,MIO_NAC,PAID,D7,FI	: 	: 	: 	: 	: 	2513 	2718 	2785 	2814 	2897 	3055 	3171 	3222 	3371 	3431 	3662 	3590 	3793 	3985 	3923 	4171 	3960 	4118 	4056 	4194 	4121 	4159 	: 
A,MIO_NAC,PAID,D7,FI1	: 	: 	: 	: 	: 	2499.54 	2703.5 	2770.05 	2798.61 	2880.87 	3004.28 	3151.79 	3202.75 	3350.59 	3409.38 	3639.08 	3567.27 	3764.7 	3954.03 	3893.78 	4138.43 	3926.68 	4085.36 	4025 	4161.48 	4087.51 	2981.83 	: 
A,MIO_NAC,PAID,D7,FI19	: 	: 	: 	: 	: 	650.84 	704.51 	726.71 	737.95 	763.23 	838.47 	823.38 	835.51 	876.83 	885.69 	947.7 	931.64 	1034.28 	1094.24 	1070.7 	1140.78 	1091.19 	1128.7 	1106.83 	1145.62 	1126.27 	812.88 	: 
A,MIO_NAC,PAID,D7,FI1B	: 	: 	: 	: 	: 	675.56 	733.56 	744.69 	745.04 	765.79 	761.52 	822.46 	847.6 	891.66 	899.76 	975.49 	952.21 	987.3 	1035.97 	1024.43 	1093.77 	1039.98 	1084.78 	1073.3 	1110.98 	1096.67 	852.03 	: 
A,MIO_NAC,PAID,D7,FI1C	: 	: 	: 	: 	: 	560.41 	608.45 	624.52 	630.5 	647.24 	655.74 	719.01 	726.68 	756.32 	779.43 	819.77 	801.84 	812.73 	847.71 	839.99 	886.03 	830.73 	869.75 	861.24 	888.66 	866.52 	610.21 	: 
A,MIO_NAC,PAID,D7,FI1D	: 	: 	: 	: 	: 	612.74 	656.98 	674.13 	685.12 	704.62 	748.55 	786.94 	792.96 	825.78 	844.5 	896.13 	881.58 	930.4 	976.11 	958.66 	1017.86 	964.78 	1002.13 	983.63 	1016.23 	998.06 	706.72 	: 
A,MIO_NAC,PAID,D7,FI2	: 	: 	: 	: 	: 	13.46 	14.5 	14.95 	15.39 	16.13 	50.72 	19.21 	19.25 	20.42 	21.63 	22.92 	22.73 	28.3 	30.97 	29.22 	32.57 	33.32 	32.64 	31 	32.52 	33.49 	1177.17 	: 
A,MIO_NAC,PAID,D7,FI20	: 	: 	: 	: 	: 	13.46 	14.5 	14.95 	15.39 	16.13 	50.72 	19.21 	19.25 	20.42 	21.63 	22.92 	22.73 	28.3 	30.97 	29.22 	32.57 	33.32 	32.64 	31 	32.52 	33.49 	1177.17 	: 
A,MIO_NAC,PAID,D7,FR	: 	: 	: 	: 	: 	40129.1 	43016 	45337 	46896.7 	49138.2 	49571.9 	51564.5 	54709.9 	55515.5 	55574 	56506.6 	59527.7 	63080.5 	63823 	65470 	67631 	68436 	68440 	69865 	73736.1 	75324.6 	77982 p	: 
A,MIO_NAC,PAID,D7,FR1	: 	: 	: 	: 	: 	7110.5 	7650.9 	8348.8 	8331.1 	8744.7 	8922.7 	9306.9 	9877.1 	9929.3 	9903.2 	10460.1 	10708 	11397.8 	11515.8 	11794.3 	12206.7 	12310.2 	12371.7 	12622.4 	13207.3 	13387.1 	13918.7 p	: 
A,MIO_NAC,PAID,D7,FR10	: 	: 	: 	: 	: 	7110.5 	7650.9 	8348.8 	8331.1 	8744.7 	8922.7 	9306.9 	9877.1 	9929.3 	9903.2 	10460.1 	10708 	11397.8 	11515.8 	11794.3 	12206.7 	12310.2 	12371.7 	12622.4 	13207.3 	13387.1 	13918.7 p	: 
A,MIO_NAC,PAID,D7,FRB	: 	: 	: 	: 	: 	1691.6 	1823.3 	1879.1 	1952.6 	2037 	2037.2 	2116.5 	2269.8 	2246.7 	2245.8 	2242.4 	2398.9 	2532.9 	2551 	2610.2 	2684 	2707.9 	2701.1 	2747 	2891.3 	2978.1 	3071.6 p	: 
A,MIO_NAC,PAID,D7,FRB0	: 	: 	: 	: 	: 	1691.6 	1823.3 	1879.1 	1952.6 	2037 	2037.2 	2116.5 	2269.8 	2246.7 	2245.8 	2242.4 	2398.9 	2532.9 	2551 	2610.2 	2684 	2707.9 	2701.1 	2747 	2891.3 	2978.1 	3071.6 p	: 
A,MIO_NAC,PAID,D7,FRC	: 	: 	: 	: 	: 	1895.9 	2037.9 	2113.7 	2180.8 	2273.3 	2287.2 	2353.4 	2505.1 	2490.4 	2498.7 	2524.3 	2653.7 	2795.5 	2820.7 	2887.4 	2962.6 	2991.6 	2976.9 	3027.7 	3187.8 	3265.5 	3377.3 p	: 
A,MIO_NAC,PAID,D7,FRC1	: 	: 	: 	: 	: 	1139.9 	1241.6 	1279.7 	1317.5 	1373.6 	1382.1 	1420.1 	1512.8 	1465.9 	1472.7 	1478.9 	1559.4 	1641.1 	1657.2 	1695.1 	1738.6 	1750 	1743.1 	1773.8 	1867.6 	1927.1 	1985.2 p	: 
A,MIO_NAC,PAID,D7,FRC2	: 	: 	: 	: 	: 	756 	796.3 	834 	863.3 	899.7 	905.1 	933.3 	992.3 	1024.5 	1026 	1045.4 	1094.3 	1154.4 	1163.5 	1192.3 	1224 	1241.6 	1233.8 	1253.9 	1320.2 	1338.4 	1392.1 p	: 
A,MIO_NAC,PAID,D7,FRD	: 	: 	: 	: 	: 	2176.1 	2359 	2462.2 	2574.3 	2671.9 	2692.9 	2770.3 	2933.1 	2945.8 	2949.1 	2936.7 	3126 	3297.7 	3325.5 	3409.8 	3517.2 	3552.1 	3539.8 	3598.7 	3764 	3848.2 	3983.8 p	: 
A,MIO_NAC,PAID,D7,FRD1	: 	: 	: 	: 	: 	1005.2 	1131.3 	1168.2 	1224 	1269 	1283 	1324.1 	1399.7 	1336.7 	1338.7 	1321.6 	1414.8 	1491.3 	1502.9 	1538.2 	1584.3 	1601.4 	1594.1 	1622.1 	1696.6 	1779.1 	1826.6 p	: 
A,MIO_NAC,PAID,D7,FRD2	: 	: 	: 	: 	: 	1170.9 	1227.7 	1294 	1350.3 	1402.9 	1409.9 	1446.2 	1533.4 	1609.1 	1610.4 	1615.1 	1711.2 	1806.4 	1822.6 	1871.6 	1932.9 	1950.7 	1945.7 	1976.6 	2067.4 	2069.1 	2157.2 p	: 
A,MIO_NAC,PAID,D7,FRE	: 	: 	: 	: 	: 	3690 	3773.9 	3955.8 	4109.8 	4273.9 	4303.5 	4439.2 	4693.9 	5059.1 	5055.3 	5216.1 	5404.3 	5726.5 	5782 	5928.4 	6107.6 	6156.3 	6139.9 	6249 	6668.4 	6780.4 	7038.6 p	: 
A,MIO_NAC,PAID,D7,FRE1	: 	: 	: 	: 	: 	2478.6 	2507.3 	2627.1 	2724.6 	2822.8 	2835.3 	2916.2 	3076 	3367.8 	3362.7 	3470.6 	3608.6 	3832.3 	3871 	3968.4 	4079 	4110.6 	4095.1 	4167.9 	4447.6 	4559.2 	4717 p	: 
A,MIO_NAC,PAID,D7,FRE2	: 	: 	: 	: 	: 	1211.4 	1266.6 	1328.7 	1385.2 	1451.1 	1468.2 	1523 	1617.9 	1691.3 	1692.6 	1745.5 	1795.7 	1894.2 	1911 	1960 	2028.6 	2045.7 	2044.8 	2081.1 	2220.8 	2221.2 	2321.6 p	: 
A,MIO_NAC,PAID,D7,FRF	: 	: 	: 	: 	: 	3583.5 	3699.6 	3847.7 	3944.7 	4176.7 	4159.4 	4295.1 	4556.2 	4811.1 	4799.5 	4815.1 	5118.4 	5404.2 	5437.6 	5565.5 	5725.6 	5773.7 	5758.5 	5864 	6237.5 	6370 	6598.2 p	: 
A,MIO_NAC,PAID,D7,FRF1	: 	: 	: 	: 	: 	1141.9 	1149.1 	1209.5 	1253 	1316.8 	1321.8 	1366.8 	1452.9 	1585.1 	1585.6 	1578 	1699.9 	1803.4 	1819 	1867.6 	1928.7 	1953.1 	1954.3 	1997.1 	2124.3 	2159.2 	2227 p	: 
A,MIO_NAC,PAID,D7,FRF2	: 	: 	: 	: 	: 	945 	1033.2 	1060.6 	1066.6 	1155.9 	1137.4 	1167.5 	1241 	1199.3 	1192.1 	1196 	1262.5 	1325.9 	1333.8 	1363.9 	1399.4 	1403.8 	1400.3 	1426.5 	1517.4 	1567.7 	1614.5 p	: 
A,MIO_NAC,PAID,D7,FRF3	: 	: 	: 	: 	: 	1496.6 	1517.3 	1577.6 	1625.1 	1704 	1700.2 	1760.8 	1862.3 	2026.7 	2021.8 	2041.1 	2156 	2274.9 	2284.8 	2334 	2397.5 	2416.8 	2403.9 	2440.4 	2595.8 	2643.1 	2756.7 p	: 
A,MIO_NAC,PAID,D7,FRG	: 	: 	: 	: 	: 	2205.5 	2391.4 	2483.7 	2596.1 	2711.1 	2751.9 	2827.1 	3013 	3081.5 	3098.3 	3130.6 	3328.9 	3543 	3593.7 	3699.3 	3820.8 	3881.5 	3881.9 	3969.3 	4239.5 	4380.4 	4510.9 p	: 
A,MIO_NAC,PAID,D7,FRG0	: 	: 	: 	: 	: 	2205.5 	2391.4 	2483.7 	2596.1 	2711.1 	2751.9 	2827.1 	3013 	3081.5 	3098.3 	3130.6 	3328.9 	3543 	3593.7 	3699.3 	3820.8 	3881.5 	3881.9 	3969.3 	4239.5 	4380.4 	4510.9 p	: 
A,MIO_NAC,PAID,D7,FRH	: 	: 	: 	: 	: 	2054.2 	2363.3 	2414.6 	2546.3 	2647.2 	2686.5 	2787.4 	2949.5 	2856.8 	2871.4 	2901.2 	3061.5 	3242.9 	3287.8 	3375.1 	3487.3 	3540.9 	3540.4 	3617.8 	3804.8 	3911.2 	4038 p	: 
A,MIO_NAC,PAID,D7,FRH0	: 	: 	: 	: 	: 	2054.2 	2363.3 	2414.6 	2546.3 	2647.2 	2686.5 	2787.4 	2949.5 	2856.8 	2871.4 	2901.2 	3061.5 	3242.9 	3287.8 	3375.1 	3487.3 	3540.9 	3540.4 	3617.8 	3804.8 	3911.2 	4038 p	: 
A,MIO_NAC,PAID,D7,FRI	: 	: 	: 	: 	: 	3740.1 	4090.5 	4252.6 	4426.5 	4624.1 	4676.8 	4869.3 	5155.5 	5147.3 	5176.1 	5234 	5510.8 	5850 	5917.8 	6099.6 	6302.1 	6409.3 	6394 	6552.4 	6874.1 	7060.5 	7292.5 p	: 
A,MIO_NAC,PAID,D7,FRI1	: 	: 	: 	: 	: 	2054.7 	2239.7 	2335.9 	2420.4 	2551.3 	2569.5 	2683.6 	2833.8 	2877.5 	2901.7 	2938.3 	3101.8 	3302.4 	3347 	3455 	3581 	3655.4 	3654.4 	3751.7 	3935.9 	4028.8 	4165.4 p	: 
A,MIO_NAC,PAID,D7,FRI2	: 	: 	: 	: 	: 	512.2 	566.2 	582.2 	610.9 	628.6 	635.6 	658.5 	690.3 	676.9 	677.2 	662.8 	709.4 	743.4 	750 	767.6 	789.8 	797.7 	790.5 	801.1 	840.4 	888.3 	907.7 p	: 
A,MIO_NAC,PAID,D7,FRI3	: 	: 	: 	: 	: 	1173.2 	1284.6 	1334.5 	1395.2 	1444.2 	1471.7 	1527.2 	1631.4 	1592.9 	1597.2 	1632.9 	1699.6 	1804.2 	1820.8 	1877 	1931.3 	1956.2 	1949.1 	1999.6 	2097.8 	2143.4 	2219.4 p	: 
A,MIO_NAC,PAID,D7,FRJ	: 	: 	: 	: 	: 	3427 	3703.4 	3921.7 	4120.3 	4316.4 	4347.7 	4571.5 	4841.8 	4917.4 	4951.7 	4937.4 	5323.8 	5654 	5745 	5914.8 	6122.1 	6217.5 	6224.3 	6385.4 	6769.3 	6950.1 	7179.9 p	: 
A,MIO_NAC,PAID,D7,FRJ1	: 	: 	: 	: 	: 	1626.3 	1741.9 	1863.8 	1975.6 	2064.6 	2059.1 	2169.4 	2294 	2364.2 	2381.6 	2384.7 	2566.3 	2728 	2777.8 	2858.5 	2957.3 	3001.1 	3001.8 	3082.5 	3267.8 	3399 	3501.3 p	: 
A,MIO_NAC,PAID,D7,FRJ2	: 	: 	: 	: 	: 	1800.7 	1961.5 	2057.9 	2144.7 	2251.8 	2288.6 	2402.1 	2547.8 	2553.2 	2570.1 	2552.7 	2757.5 	2926 	2967.2 	3056.3 	3164.8 	3216.4 	3222.5 	3302.9 	3501.5 	3551.1 	3678.6 p	: 
A,MIO_NAC,PAID,D7,FRK	: 	: 	: 	: 	: 	4796.3 	5142.6 	5423 	5649.4 	5921.4 	6005.4 	6256.6 	6628.9 	6669.7 	6709.2 	6743.5 	7196.6 	7664.9 	7778.3 	8005.6 	8281.7 	8415.7 	8416.3 	8613.2 	9096.7 	9304 	9630 p	: 
A,MIO_NAC,PAID,D7,FRK1	: 	: 	: 	: 	: 	933.9 	1024.3 	1064.7 	1107.1 	1142.6 	1155.2 	1198.8 	1262.6 	1221 	1223 	1229.1 	1295 	1369.3 	1384 	1417.3 	1460.5 	1477.6 	1474.5 	1505.8 	1590.3 	1625.7 	1704.3 p	: 
A,MIO_NAC,PAID,D7,FRK2	: 	: 	: 	: 	: 	3862.4 	4118.3 	4358.3 	4542.3 	4778.8 	4850.2 	5057.8 	5366.3 	5448.7 	5486.2 	5514.4 	5901.6 	6295.6 	6394.3 	6588.3 	6821.2 	6938.1 	6941.8 	7107.4 	7506.4 	7678.3 	7925.7 p	: 
A,MIO_NAC,PAID,D7,FRL	: 	: 	: 	: 	: 	3146.3 	3339.2 	3559 	3733.5 	3919.2 	3931.1 	4133.7 	4357 	4459.4 	4454.5 	4484.4 	4723.7 	4997.6 	5051.9 	5174.7 	5346.1 	5416.9 	5414.7 	5539.7 	5835.2 	5916.6 	6150.5 p	: 
A,MIO_NAC,PAID,D7,FRL0	: 	: 	: 	: 	: 	3146.3 	3339.2 	3559 	3733.5 	3919.2 	3931.1 	4133.7 	4357 	4459.4 	4454.5 	4484.4 	4723.7 	4997.6 	5051.9 	5174.7 	5346.1 	5416.9 	5414.7 	5539.7 	5835.2 	5916.6 	6150.5 p	: 
A,MIO_NAC,PAID,D7,FRM	: 	: 	: 	: 	: 	194.7 	213.1 	237.8 	256.7 	270.7 	272.7 	296.6 	308.7 	303.7 	311.5 	302 	331.6 	349.3 	355.8 	363.4 	381.4 	389.8 	396.1 	409.6 	406 	411.6 	427.9 p	: 
A,MIO_NAC,PAID,D7,FRM0	: 	: 	: 	: 	: 	194.7 	213.1 	237.8 	256.7 	270.7 	272.7 	296.6 	308.7 	303.7 	311.5 	302 	331.6 	349.3 	355.8 	363.4 	381.4 	389.8 	396.1 	409.6 	406 	411.6 	427.9 p	: 
A,MIO_NAC,PAID,D7,FRY	: 	: 	: 	: 	: 	417.4 	427.9 	437.3 	474.6 	550.6 	496.9 	540.9 	620.3 	597.3 	549.7 	578.8 	641.5 	624.2 	660.1 	641.9 	685.8 	672.6 	684.4 	668.8 	754.2 	760.9 	764.1 p	: 
A,MIO_NAC,PAID,D7,FRY1	: 	: 	: 	: 	: 	80.4 	82.4 	82.7 	118.1 	155 	153 	115.6 	175.5 	224.3 	228.2 	218.7 	221.9 	201.3 	180.2 	179.7 	190 	174.8 	179.6 	165.1 	201.3 	210 	194.3 p	: 
A,MIO_NAC,PAID,D7,FRY2	: 	: 	: 	: 	: 	97.3 	106.1 	116.6 	126 	123.4 	134.5 	140.9 	165.8 	196.9 	169.7 	164.6 	210.1 	130.1 	189.7 	175.3 	181.1 	183.6 	186.7 	171.4 	201 	198.7 	199.5 p	: 
A,MIO_NAC,PAID,D7,FRY3	: 	: 	: 	: 	: 	33.8 	34.5 	43.1 	38.7 	45.3 	54 	68.9 	70.5 	81.1 	64.4 	67.4 	70.3 	67.6 	70.6 	59.5 	67.7 	67.2 	68.6 	69.2 	85.7 	88.9 	86.8 p	: 
A,MIO_NAC,PAID,D7,FRY4	: 	: 	: 	: 	: 	194.6 	193.6 	183.6 	180.5 	215.6 	144.1 	204.2 	197.2 	83.7 	76.1 	116.8 	127.9 	213.9 	208.3 	216.1 	235.7 	234.9 	237.7 	248.7 	247.3 	244.4 	264.6 p	: 
A,MIO_NAC,PAID,D7,FRY5	: 	: 	: 	: 	: 	11.3 	11.3 	11.3 	11.3 	11.3 	11.3 	11.3 	11.3 	11.3 	11.3 	11.3 	11.3 	11.3 	11.3 	11.3 	11.3 	12.1 	11.8 	14.4 	18.9 	18.9 	18.9 p	: 
A,MIO_NAC,PAID,D7,HR	: 	: 	: 	: 	: 	289.64 	247.04 	268.93 	262.87 	276.58 	307.38 	350.83 	470.96 	516.5 	434.3 	423.43 	376.93 	381.93 	387.45 	502.78 	530.06 	463.55 	720.29 	638.07 	714.72 	701.04 	758.83 	: 
A,MIO_NAC,PAID,D7,HR0	: 	: 	: 	: 	: 	289.64 	247.04 	268.93 	262.87 	276.58 	307.38 	350.83 	470.96 	516.5 	434.3 	423.43 	376.93 	381.93 	387.45 	502.78 	530.06 	463.55 	720.29 	638.07 	714.72 	701.04 	758.83 	: 
A,MIO_NAC,PAID,D7,HR02	: 	: 	: 	: 	: 	93.72 	80.15 	87.03 	84.82 	88.95 	97.74 	111.98 	149.72 	163.65 	137.12 	133.19 	118.14 	119.3 	120.56 	155.79 	163.3 	142.06 	218.86 	192.44 	214.06 	208.96 	227.74 	: 
A,MIO_NAC,PAID,D7,HR03	: 	: 	: 	: 	: 	93.24 	79.34 	86.58 	84.82 	89.46 	99.58 	113.38 	152.6 	167.7 	141.22 	137.83 	122.79 	124.51 	126.45 	164.31 	173.55 	152 	236.97 	210.49 	236.42 	232.23 	249.78 	: 
A,MIO_NAC,PAID,D7,HR05	: 	: 	: 	: 	: 	46.42 	39.59 	43.09 	42.15 	44.41 	50.29 	57.28 	77.06 	84.69 	71.42 	69.89 	62.47 	63.55 	64.75 	84.45 	89.61 	78.93 	123.69 	110.4 	124.44 	122.61 	131.84 	: 
A,MIO_NAC,PAID,D7,HR06	: 	: 	: 	: 	: 	56.26 	47.97 	52.22 	51.08 	53.76 	59.77 	68.2 	91.58 	100.46 	84.54 	82.51 	73.54 	74.57 	75.69 	98.23 	103.59 	90.57 	140.78 	124.74 	139.8 	137.23 	149.47 	: 
A,MIO_NAC,PAID,D7,HU	: 	: 	: 	: 	: 	185241 	226343 	266242 	298815 	360613 	420489 	465598 	497616 	413852 	400462 	421647 	401586 	460095 	457478 	497279 	521475 	550217 	590702 	621033 	679151 	675338 	708479 	: 
A,MIO_NAC,PAID,D7,HU1	: 	: 	: 	: 	: 	58913 	82516 	100881 	106147 	138871 	154349 	179491 	202709 	168416 	165604 	170734 	166198 	190933 	183459 	218185 	216359 	214840 	221527 	250782 	250597 	260767 	264161 	: 
A,MIO_NAC,PAID,D7,HU11	: 	: 	: 	: 	: 	41593 	58268 	71252 	74996 	98144 	108878 	126525 	143315 	119105 	117236 	120863 	115917 	134025 	132009 	154568 	154111 	149411 	151503 	158271 	166094 	162790 	160943 	: 
A,MIO_NAC,PAID,D7,HU12	: 	: 	: 	: 	: 	17320 	24248 	29629 	31151 	40727 	45471 	52966 	59394 	49311 	48368 	49871 	50281 	56908 	51450 	63617 	62248 	65429 	70024 	92511 	84503 	97977 	103218 	: 
A,MIO_NAC,PAID,D7,HU2	: 	: 	: 	: 	: 	64552 	70701 	79500 	94276 	106500 	127330 	133109 	130595 	109795 	103170 	110031 	102468 	121498 	117420 	136606 	141611 	155316 	172259 	161696 	191864 	193504 	202506 	: 
A,MIO_NAC,PAID,D7,HU21	: 	: 	: 	: 	: 	24343 	29370 	31860 	36821 	41600 	52124 	54250 	48607 	41475 	38705 	39297 	36809 	44525 	41865 	53830 	49831 	56248 	58586 	60159 	62888 	66000 	69920 	: 
A,MIO_NAC,PAID,D7,HU22	: 	: 	: 	: 	: 	21871 	22419 	27671 	33280 	36416 	42698 	43786 	44863 	37626 	34932 	39533 	37468 	43538 	45087 	50909 	52872 	60418 	73339 	62126 	73726 	82438 	68131 	: 
A,MIO_NAC,PAID,D7,HU23	: 	: 	: 	: 	: 	18338 	18912 	19969 	24175 	28484 	32508 	35073 	37125 	30694 	29533 	31201 	28191 	33435 	30468 	31867 	38908 	38650 	40334 	39411 	55250 	45066 	64455 	: 
A,MIO_NAC,PAID,D7,HU3	: 	: 	: 	: 	: 	61776 	73126 	85861 	98392 	115242 	138810 	152998 	164312 	135641 	131688 	140882 	132920 	147664 	156599 	142488 	163505 	180061 	196916 	208555 	236690 	221067 	241812 	: 
A,MIO_NAC,PAID,D7,HU31	: 	: 	: 	: 	: 	21107 	25302 	27771 	31277 	34866 	44856 	47161 	47544 	39246 	38363 	42368 	42512 	44373 	51025 	42853 	46181 	49964 	58087 	67659 	75846 	66834 	72272 	: 
A,MIO_NAC,PAID,D7,HU32	: 	: 	: 	: 	: 	20584 	25077 	29644 	33854 	40446 	47800 	53966 	59385 	49705 	48842 	52021 	46895 	54676 	58492 	53383 	61036 	68681 	74942 	69645 	81602 	82728 	87285 	: 
A,MIO_NAC,PAID,D7,HU33	: 	: 	: 	: 	: 	20085 	22747 	28446 	33261 	39930 	46154 	51871 	57383 	46690 	44483 	46493 	43513 	48615 	47082 	46252 	56288 	61416 	63887 	71251 	79242 	71505 	82255 	: 
A,MIO_NAC,PAID,D7,HUZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,PAID,D7,HUZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,PAID,D7,IE	: 	: 	: 	: 	: 	2186.64 	2725.62 	3216.57 	3368 	3502.13 	3830.49 	4142.59 	4501.97 	4786.63 	5234.4 	5505.24 	4885.06 	5057.15 	4931.28 	5166.35 	5623.03 	4886.09 	5246.21 	5544.36 	6026.66 	5268.08 	5778.56 	: 
A,MIO_NAC,PAID,D7,IE0	: 	: 	: 	: 	: 	2186.64 	2725.62 	3216.57 	3368 	3502.13 	3830.49 	4142.59 	4501.97 	4786.63 	5234.4 	5505.24 	4885.06 	5057.15 	4931.28 	5166.35 	5623.03 	4886.09 	5246.21 	5544.36 	6026.66 	5268.08 	5778.56 	: 
A,MIO_NAC,PAID,D7,IE04	: 	: 	: 	: 	: 	322.22 	399.2 	482.65 	497.43 	518.99 	574.77 	588.42 	665.45 	696.64 	776 	778.83 	704.77 	704.07 	689.87 	723.83 	785.82 	683.55 	726.39 	769.76 	834.31 	722.4 	795.11 	: 
A,MIO_NAC,PAID,D7,IE05	: 	: 	: 	: 	: 	703.94 	875.86 	1027.26 	1081.91 	1120.5 	1223.32 	1327.18 	1429.36 	1503.15 	1645.46 	1694.44 	1495.47 	1550.83 	1508.32 	1579.76 	1714.72 	1475.74 	1576.19 	1678 	1823.73 	1602.06 	1739.89 	: 
A,MIO_NAC,PAID,D7,IE06	: 	: 	: 	: 	: 	1160.48 	1450.56 	1706.66 	1788.67 	1862.63 	2032.4 	2226.98 	2407.16 	2586.84 	2812.95 	3031.97 	2684.82 	2802.25 	2733.09 	2862.76 	3122.49 	2726.8 	2943.63 	3096.61 	3368.62 	2943.62 	3243.56 	: 
A,MIO_NAC,PAID,D7,IT	26158.6 	28123.4 	30997.7 	32644 	34770.6 	36887 	37578.8 	39697.3 	42824 	46099 	46634.9 	50237.7 	50100.9 	52252.7 	54780.9 	54409.7 	54589.9 	52066.4 	49877.4 	47929.4 	46230.7 	45613.8 	45388 	46147.5 	46713.4 	41889.9 	45257.7 	47950.9 
A,MIO_NAC,PAID,D7,ITC	7436.6 	7956.4 	8663.6 	9133.7 	9808.6 	10376.5 	10613.5 	11192.5 	11966.8 	12832.6 	13090.1 	14021.7 	14186.1 	14697.4 	15510.7 	15287 	15249.4 	14509.4 	13863.1 	13717.7 	13553.7 	13415.8 	13414.4 	13663 	13907.1 	12501.8 	13584 	14579.8 
